user_id,item_id,event_type,rating,day
57,235,view,,175
113,81,trade,,313
464,186,wishlist,,44
211,251,wishlist,,110
303,246,view,,219
377,127,view,,296
114,77,wishlist,,2
214,21,wishlist,,258
18,203,view,,356
421,273,view,,285
386,273,view,,111
68,86,purchase,3.0,245
343,278,wishlist,,298
13,238,trade,,207
95,190,purchase,,0
441,228,wishlist,,170
272,256,trade,,313
278,65,trade,3.0,171
377,264,wishlist,,345
187,57,view,,238
317,156,view,,286
361,103,view,,171
123,191,view,,297
447,108,trade,,164
181,258,purchase,3.0,32
191,275,view,,62
241,273,wishlist,,231
318,242,wishlist,,33
97,235,view,,200
460,34,view,,141
58,296,view,,104
267,12,view,,349
278,243,view,,227
378,123,view,,11
447,267,purchase,3.0,175
336,134,view,,340
357,277,view,,155
291,125,view,,133
117,140,trade,4.0,180
146,55,purchase,5.0,274
147,77,trade,,341
407,124,view,,162
295,112,view,,105
288,163,wishlist,,75
191,74,view,,62
472,141,trade,,163
80,295,wishlist,,169
332,243,wishlist,,293
342,232,view,,57
375,10,view,,282
60,134,purchase,3.0,182
48,208,purchase,5.0,113
401,143,view,,42
276,45,wishlist,,201
100,271,wishlist,,341
185,153,wishlist,,189
198,133,view,,157
229,45,view,,227
380,227,view,,217
374,72,trade,4.0,73
107,233,wishlist,,33
478,193,view,,209
328,213,view,,236
364,27,view,,195
149,25,trade,4.0,299
156,254,view,,13
406,92,view,,327
428,94,purchase,,213
92,218,purchase,5.0,141
253,35,purchase,2.0,246
290,121,purchase,5.0,355
419,213,purchase,4.0,132
84,112,view,,354
70,36,view,,214
326,183,view,,149
272,61,view,,321
94,86,view,,161
424,155,view,,357
353,226,purchase,,6
71,107,trade,5.0,83
53,247,view,,96
408,270,trade,,359
388,214,view,,39
60,9,view,,159
354,268,wishlist,,305
268,176,view,,155
15,61,view,,355
73,142,view,,66
41,51,view,,247
388,116,view,,337
263,222,view,,129
23,210,view,,49
401,292,view,,102
95,6,view,,142
486,156,view,,256
400,124,view,,34
51,8,view,,98
494,300,view,,50
474,298,view,,301
95,21,view,,181
195,264,view,,57
390,64,view,,266
70,186,purchase,4.0,20
43,35,view,,233
308,228,view,,208
149,220,view,,35
459,244,wishlist,,188
92,210,view,,53
203,60,view,,202
206,23,purchase,,86
34,75,view,,304
433,63,view,,217
372,294,purchase,,329
483,168,purchase,,248
262,225,view,,62
129,96,purchase,5.0,50
378,20,view,,13
498,295,purchase,4.0,318
320,36,purchase,4.0,252
406,96,purchase,4.0,133
278,253,view,,9
488,221,wishlist,,60
197,191,view,,18
17,123,wishlist,,84
252,85,purchase,4.0,56
292,202,purchase,4.0,240
244,53,view,,200
135,177,purchase,5.0,145
165,266,view,,187
179,299,view,,320
175,137,view,,182
211,279,view,,120
332,33,wishlist,,33
445,127,view,,275
167,210,wishlist,,290
264,137,view,,240
302,203,view,,199
166,214,view,,345
106,222,trade,,85
315,270,view,,325
434,39,trade,5.0,147
136,198,view,,115
320,48,purchase,3.0,303
173,202,trade,3.0,107
178,155,view,,153
222,125,view,,205
129,257,purchase,5.0,9
322,96,purchase,3.0,239
138,273,trade,,222
479,36,view,,186
237,45,purchase,,222
211,69,purchase,,136
422,77,view,,307
121,53,view,,14
126,159,view,,286
224,28,view,,139
70,118,purchase,5.0,21
494,11,view,,42
161,22,wishlist,,208
460,42,view,,71
121,236,wishlist,,267
341,269,view,,46
122,122,view,,299
378,97,wishlist,,111
74,66,wishlist,,225
210,189,view,,273
192,79,view,,216
244,142,wishlist,,74
186,155,trade,4.0,310
18,28,purchase,,122
130,91,purchase,,350
63,106,wishlist,,198
5,202,wishlist,,130
155,162,view,,82
469,128,wishlist,,329
209,141,wishlist,,251
242,171,purchase,,51
423,145,view,,180
216,259,view,,167
233,21,purchase,3.0,227
406,3,view,,321
157,43,view,,127
265,67,trade,,163
232,222,view,,88
352,121,trade,5.0,212
189,241,wishlist,,292
115,10,wishlist,,331
314,18,wishlist,,101
135,87,view,,316
220,63,view,,188
88,61,view,,269
223,233,trade,5.0,114
366,123,view,,253
196,148,purchase,,144
373,171,view,,74
15,166,view,,230
465,299,purchase,4.0,5
241,196,wishlist,,203
352,139,purchase,,131
38,25,view,,120
242,24,view,,258
318,154,purchase,4.0,286
22,134,view,,252
477,90,view,,162
364,36,view,,160
23,256,wishlist,,143
383,211,view,,134
314,136,view,,223
458,241,trade,4.0,336
326,28,view,,27
118,231,view,,361
240,279,view,,182
364,145,view,,75
64,126,wishlist,,92
428,292,trade,5.0,339
300,32,view,,292
93,32,view,,255
347,90,view,,348
349,164,purchase,,165
79,187,trade,,232
322,3,view,,22
336,172,view,,291
67,29,trade,5.0,28
381,206,view,,130
92,232,wishlist,,45
11,84,view,,206
146,50,view,,251
411,277,wishlist,,350
309,57,trade,5.0,250
229,244,view,,307
217,201,trade,,222
323,14,view,,237
347,215,purchase,,269
323,37,view,,223
41,245,view,,65
351,128,view,,151
292,12,wishlist,,262
56,257,view,,338
369,106,view,,299
42,9,view,,338
237,50,trade,4.0,213
449,161,purchase,3.0,343
231,91,view,,95
109,122,wishlist,,54
223,3,view,,6
88,256,purchase,,308
372,183,purchase,,345
203,45,view,,7
98,2,purchase,3.0,13
108,59,purchase,4.0,320
440,98,view,,237
76,10,view,,78
379,249,view,,230
300,178,purchase,,26
171,221,wishlist,,253
378,238,wishlist,,18
250,189,purchase,,347
464,250,view,,31
271,173,purchase,4.0,331
214,60,view,,330
178,212,view,,147
372,178,view,,259
113,292,view,,308
437,240,view,,150
371,214,trade,,184
408,235,view,,106
145,62,purchase,5.0,102
81,73,trade,,252
156,215,view,,9
184,183,purchase,3.0,257
17,173,view,,316
117,122,view,,174
402,24,trade,4.0,77
437,202,purchase,4.0,25
475,235,wishlist,,56
500,291,purchase,,52
422,248,view,,322
61,186,view,,149
363,223,view,,50
79,129,trade,5.0,103
225,4,view,,242
175,91,view,,190
367,185,purchase,5.0,271
216,71,trade,3.0,209
460,272,trade,4.0,15
227,7,purchase,5.0,35
44,190,wishlist,,84
223,238,view,,328
78,30,wishlist,,365
410,201,wishlist,,214
206,284,wishlist,,160
466,124,wishlist,,312
472,114,view,,105
455,195,purchase,,332
208,155,view,,275
172,46,view,,276
146,264,purchase,5.0,325
82,212,purchase,5.0,155
372,269,view,,30
431,263,view,,24
388,72,view,,293
378,157,wishlist,,297
290,274,trade,4.0,153
146,48,purchase,4.0,126
54,254,view,,184
233,295,view,,210
42,75,wishlist,,243
110,150,purchase,5.0,286
266,136,purchase,,225
353,251,purchase,4.0,83
74,143,purchase,5.0,360
263,61,purchase,4.0,16
383,270,view,,60
309,57,view,,292
149,59,view,,156
192,296,view,,73
73,216,view,,156
456,66,trade,5.0,62
281,289,view,,246
294,213,wishlist,,193
244,68,trade,4.0,235
390,249,view,,166
46,210,view,,202
174,274,wishlist,,142
331,105,purchase,5.0,362
159,73,purchase,5.0,316
278,30,wishlist,,267
97,258,wishlist,,61
338,93,wishlist,,140
403,270,purchase,,227
44,165,view,,23
252,12,view,,92
213,266,view,,131
47,50,view,,146
74,257,view,,157
488,52,view,,166
93,18,view,,50
164,185,view,,61
27,282,purchase,4.0,258
198,138,view,,237
284,224,view,,324
120,10,view,,300
346,275,purchase,4.0,290
209,87,trade,5.0,276
87,276,wishlist,,284
232,237,view,,317
149,62,view,,246
140,228,wishlist,,323
109,275,view,,82
379,33,view,,202
358,79,purchase,,221
108,152,wishlist,,175
326,246,view,,339
165,211,wishlist,,168
9,69,purchase,3.0,243
3,89,view,,356
361,203,view,,332
334,13,wishlist,,343
228,157,wishlist,,192
424,198,view,,356
5,190,wishlist,,227
5,9,trade,,363
184,230,purchase,,113
120,186,view,,252
464,108,view,,326
203,140,purchase,5.0,282
100,92,view,,65
382,115,wishlist,,116
452,286,view,,347
12,273,purchase,,232
2,27,wishlist,,165
222,209,view,,348
266,156,view,,22
453,25,view,,215
273,4,view,,171
42,13,wishlist,,115
354,63,wishlist,,100
85,24,purchase,4.0,245
222,172,trade,3.0,242
123,28,trade,4.0,121
484,261,trade,,296
64,16,wishlist,,193
161,34,trade,3.0,226
29,280,view,,52
347,15,view,,195
206,236,view,,306
404,3,view,,237
408,207,purchase,4.0,345
401,225,view,,98
56,57,purchase,,293
65,101,view,,246
372,76,view,,22
31,205,view,,333
387,299,wishlist,,74
76,247,view,,188
497,204,purchase,3.0,121
260,287,wishlist,,216
177,67,purchase,5.0,35
175,172,purchase,,307
355,158,purchase,5.0,83
54,20,view,,1
328,64,view,,109
123,219,wishlist,,169
414,106,view,,3
186,150,view,,58
73,80,purchase,,184
23,102,view,,89
113,90,view,,283
126,3,view,,134
467,283,purchase,5.0,56
174,157,view,,189
415,74,wishlist,,319
452,265,view,,73
452,98,view,,193
356,252,wishlist,,125
472,191,purchase,,150
405,171,view,,143
447,253,wishlist,,250
108,241,trade,,85
261,298,view,,265
238,169,view,,247
367,243,view,,205
327,299,purchase,3.0,103
232,203,view,,217
456,62,wishlist,,191
131,68,trade,4.0,265
181,31,view,,318
173,134,view,,188
412,124,view,,91
227,33,view,,42
151,263,view,,40
403,56,view,,36
185,49,view,,345
169,117,view,,309
71,279,wishlist,,4
395,184,trade,4.0,207
421,6,view,,262
390,204,view,,107
243,189,trade,,236
175,161,trade,5.0,357
214,183,wishlist,,15
192,82,view,,4
256,182,view,,214
218,234,trade,,153
167,207,trade,,78
488,291,purchase,,311
294,196,view,,200
33,100,view,,168
292,156,view,,53
346,24,trade,,13
96,184,view,,119
150,31,view,,188
266,146,wishlist,,210
201,50,view,,214
245,200,wishlist,,105
67,159,view,,363
341,230,purchase,4.0,103
258,235,view,,3
74,275,view,,126
270,281,view,,294
21,148,purchase,,177
359,153,view,,89
213,215,view,,337
94,47,view,,22
123,81,view,,321
276,54,purchase,,111
466,258,view,,188
40,259,trade,4.0,230
85,279,view,,13
38,248,view,,204
439,31,view,,58
364,168,purchase,4.0,236
35,103,purchase,4.0,241
421,82,view,,9
311,100,view,,200
87,241,view,,139
79,72,view,,17
458,62,view,,24
429,199,purchase,,52
200,224,view,,2
25,104,wishlist,,191
466,25,view,,14
8,102,purchase,4.0,49
409,86,purchase,4.0,262
56,166,purchase,4.0,106
479,257,view,,109
55,80,view,,334
162,67,view,,33
337,189,view,,111
211,248,view,,52
365,220,view,,48
308,204,purchase,,355
69,219,trade,,341
247,9,purchase,3.0,195
262,83,view,,360
7,79,view,,219
388,47,view,,191
256,91,view,,328
20,153,purchase,,168
69,219,trade,4.0,212
332,13,view,,169
176,22,wishlist,,340
128,114,purchase,4.0,164
94,8,view,,251
36,27,purchase,4.0,104
65,250,view,,104
121,202,purchase,3.0,101
126,77,view,,295
230,104,view,,246
41,185,view,,85
242,215,purchase,4.0,79
420,247,view,,195
219,154,purchase,5.0,89
132,106,view,,192
288,40,view,,240
101,67,view,,256
374,252,view,,212
482,197,view,,157
329,37,view,,19
472,165,view,,223
491,285,purchase,5.0,250
326,29,purchase,,126
125,279,trade,,346
15,102,view,,233
484,171,view,,296
488,52,view,,47
330,197,view,,300
499,266,wishlist,,216
85,130,purchase,4.0,272
338,158,purchase,,45
56,186,trade,4.0,107
477,158,view,,86
418,61,view,,356
214,260,view,,220
88,121,purchase,5.0,93
258,231,purchase,2.0,102
31,99,view,,209
226,209,view,,325
86,39,view,,141
33,206,view,,248
345,5,view,,3
341,14,view,,267
406,226,view,,136
478,153,purchase,2.0,349
456,109,trade,,340
205,35,wishlist,,169
413,225,wishlist,,205
372,72,view,,62
445,218,trade,5.0,231
317,216,view,,338
97,293,wishlist,,164
9,277,view,,166
348,287,view,,313
407,190,wishlist,,243
338,52,purchase,4.0,99
365,205,wishlist,,258
17,45,view,,344
281,240,view,,228
489,219,view,,124
109,57,view,,14
83,168,wishlist,,143
113,244,wishlist,,343
64,188,purchase,3.0,354
171,295,trade,,329
176,214,purchase,,223
414,83,view,,44
58,164,purchase,5.0,188
66,195,purchase,4.0,31
303,191,wishlist,,163
395,56,view,,308
303,191,view,,235
162,142,trade,4.0,233
76,61,purchase,,359
18,154,view,,352
64,289,purchase,3.0,110
254,154,view,,170
79,108,trade,,115
359,92,wishlist,,200
154,82,wishlist,,280
201,289,view,,178
388,46,view,,144
145,137,purchase,5.0,49
68,229,wishlist,,27
436,156,view,,83
296,260,view,,74
108,80,purchase,5.0,294
53,75,view,,218
348,29,view,,242
92,61,wishlist,,332
174,63,purchase,4.0,17
61,217,view,,305
489,221,view,,354
408,73,trade,,332
196,271,view,,61
60,161,purchase,,115
12,214,view,,355
382,220,view,,247
331,153,purchase,5.0,32
366,276,view,,358
11,236,trade,3.0,32
266,276,purchase,,63
386,61,view,,306
356,270,trade,3.0,65
295,58,view,,131
436,44,wishlist,,259
153,90,view,,336
1,36,wishlist,,265
464,274,view,,295
252,176,wishlist,,180
311,74,purchase,,22
122,63,view,,110
491,230,view,,183
143,218,view,,130
134,85,view,,42
484,257,wishlist,,73
275,228,purchase,,356
331,198,purchase,,261
310,250,view,,222
195,127,view,,63
273,236,view,,168
328,292,view,,139
75,116,view,,50
194,114,view,,53
401,90,view,,156
302,251,view,,178
359,145,purchase,,24
88,208,view,,347
496,283,purchase,,244
304,9,purchase,,336
65,250,purchase,4.0,327
499,135,purchase,4.0,234
94,209,trade,4.0,141
488,207,wishlist,,117
157,43,wishlist,,208
395,51,purchase,4.0,122
484,58,view,,146
284,6,wishlist,,217
347,230,view,,254
264,205,wishlist,,357
64,208,view,,3
366,222,purchase,5.0,338
487,271,purchase,2.0,229
494,298,wishlist,,89
39,82,view,,26
217,80,view,,57
174,128,trade,,60
149,98,view,,1
378,177,view,,156
476,264,trade,5.0,237
457,295,view,,3
316,75,view,,2
180,96,view,,4
52,93,view,,263
461,49,wishlist,,3
80,129,view,,202
192,252,wishlist,,274
416,194,purchase,4.0,71
182,3,view,,363
102,135,view,,202
216,17,view,,101
486,254,wishlist,,60
216,156,trade,,166
385,205,view,,199
68,37,trade,5.0,176
257,101,view,,175
220,5,view,,148
145,262,view,,78
374,113,view,,58
443,211,view,,219
102,45,purchase,5.0,92
97,77,view,,67
206,41,wishlist,,218
10,57,wishlist,,194
209,88,view,,218
246,238,purchase,5.0,137
187,196,purchase,5.0,24
94,25,purchase,5.0,146
242,249,view,,94
130,187,view,,57
50,292,trade,5.0,184
380,271,purchase,4.0,141
108,43,wishlist,,66
323,62,view,,335
419,286,view,,50
39,176,view,,242
390,84,view,,98
215,134,wishlist,,286
500,159,view,,60
467,172,view,,257
405,192,purchase,4.0,23
490,62,purchase,5.0,350
273,39,view,,260
197,191,view,,139
106,62,purchase,4.0,4
451,263,view,,362
369,116,wishlist,,151
363,44,view,,23
274,39,purchase,,142
475,19,purchase,5.0,107
274,210,view,,309
498,26,wishlist,,281
136,210,wishlist,,150
167,6,trade,3.0,143
91,16,view,,298
55,196,wishlist,,131
446,126,trade,5.0,137
105,177,view,,118
374,189,view,,245
48,173,view,,90
97,95,purchase,4.0,83
454,236,purchase,3.0,73
37,209,wishlist,,206
52,71,purchase,,308
52,22,view,,6
391,23,view,,42
138,5,trade,4.0,54
278,174,wishlist,,43
104,220,wishlist,,83
158,95,view,,278
355,23,view,,22
53,52,view,,212
73,104,view,,218
198,133,view,,350
197,45,view,,56
115,88,view,,315
171,69,wishlist,,309
78,202,view,,92
348,184,purchase,4.0,53
139,189,wishlist,,364
409,2,wishlist,,76
399,144,view,,228
370,245,trade,4.0,218
492,75,view,,65
94,181,view,,217
247,193,purchase,,70
411,126,view,,281
255,252,view,,117
197,200,view,,355
416,45,view,,1
105,9,view,,242
491,47,view,,178
185,72,view,,73
428,216,view,,114
29,61,wishlist,,360
74,11,purchase,4.0,27
360,286,view,,304
446,97,view,,40
126,212,view,,93
241,271,purchase,3.0,210
370,282,purchase,2.0,56
80,21,purchase,4.0,82
6,234,purchase,,283
365,293,view,,363
117,94,view,,47
268,63,purchase,2.0,28
113,213,purchase,3.0,354
240,204,trade,5.0,190
332,113,view,,39
186,144,view,,144
84,63,view,,5
388,97,purchase,,16
124,24,purchase,,23
25,123,view,,182
385,254,view,,161
385,245,wishlist,,359
346,189,wishlist,,257
52,64,view,,195
245,21,view,,77
350,245,view,,118
453,79,trade,5.0,256
265,268,wishlist,,174
230,174,view,,319
439,21,wishlist,,349
199,249,purchase,,290
322,50,trade,4.0,158
281,45,view,,232
161,99,view,,143
296,58,view,,363
396,279,wishlist,,226
333,64,wishlist,,249
21,72,view,,317
470,169,view,,319
488,21,purchase,3.0,134
450,22,purchase,,125
359,5,view,,53
149,209,view,,37
115,181,purchase,4.0,239
329,217,view,,92
375,198,trade,4.0,168
34,188,view,,359
380,135,view,,279
80,75,purchase,3.0,16
308,32,wishlist,,185
405,285,view,,108
445,270,purchase,5.0,325
91,28,view,,41
153,232,wishlist,,268
110,106,view,,27
48,220,view,,152
85,214,view,,274
353,224,view,,354
293,6,purchase,,101
40,297,purchase,5.0,162
8,270,wishlist,,255
443,239,wishlist,,208
135,3,wishlist,,64
325,249,view,,111
382,216,purchase,,307
194,85,wishlist,,347
296,190,trade,3.0,157
258,64,purchase,,233
212,161,trade,4.0,171
59,235,view,,90
284,273,view,,145
433,280,view,,145
360,58,wishlist,,53
46,230,wishlist,,53
255,279,view,,227
258,25,purchase,,108
115,283,view,,100
439,73,view,,237
212,203,view,,191
401,123,view,,337
136,272,trade,4.0,123
3,213,view,,13
79,266,trade,2.0,171
88,221,view,,200
99,205,trade,,295
220,291,view,,88
207,265,view,,118
51,65,view,,323
296,134,trade,3.0,165
105,3,view,,321
395,15,purchase,4.0,40
293,52,wishlist,,324
324,96,view,,113
153,129,purchase,,193
395,32,view,,73
322,52,view,,305
63,120,view,,92
48,289,view,,106
201,13,view,,249
492,45,purchase,3.0,160
325,83,view,,5
463,262,purchase,,60
500,159,view,,314
308,94,view,,130
475,295,view,,11
266,74,view,,186
59,16,view,,112
43,65,view,,246
103,179,purchase,,239
382,224,view,,204
473,84,view,,143
493,130,trade,4.0,84
407,241,view,,228
217,130,trade,,310
197,274,view,,323
420,21,wishlist,,261
130,91,purchase,,271
181,84,view,,165
220,184,view,,110
337,71,trade,5.0,163
353,147,view,,290
408,82,purchase,5.0,308
109,65,purchase,,343
39,232,purchase,4.0,163
102,281,view,,140
216,149,view,,167
303,11,view,,329
402,3,wishlist,,145
68,207,view,,273
471,153,purchase,5.0,48
425,155,view,,177
205,165,view,,24
202,251,view,,328
496,192,wishlist,,52
15,4,view,,165
442,183,view,,45
98,189,trade,5.0,2
479,31,view,,22
57,145,view,,168
353,159,view,,87
474,283,view,,163
442,269,wishlist,,211
327,66,view,,123
296,265,wishlist,,164
396,116,view,,151
365,213,trade,5.0,331
377,40,view,,253
